"","copy_TWI_1","ID","twi30agg","tpi30agg","accum30","vv30agg","vvsd30agg","npol30agg","NDVI_med","NDWI_med","nppmmid30agg","deficitRS","cad30RS","decid30RS","Blue_med","Green_med","Red_med","NIR_med","cpg30precip","nhdStrOrdRast","utm1","utm2","lon","lat"
"11",0,11,8.80264568328857,-1.16970491409302,1686.60473632812,-7.80008125305176,1.46099936962128,0.290799587965012,0.706127762794495,-0.631027698516846,4940.59716796875,230,-6.23302698135376,0.364301860332489,177.252563476562,355.027984619141,275.371185302734,1644.52429199219,72630,NA,208168.990499999,515757.2744,-114.80726881733,48.5213114184441
"12",0,12,7.99593019485474,-0.749172627925873,543.024719238281,-8.52014827728271,1.58324575424194,0.274323582649231,0.704366147518158,-0.629468262195587,5027.3154296875,225,-5.58746099472046,0.345875710248947,179.20361328125,321.728729248047,285.278961181641,1644.52612304688,72480,NA,208219.7906,515766.7995,-114.806591567223,48.5214278207871
"13",0,13,7.88215923309326,-0.468600809574127,879.614501953125,-7.26477956771851,2.02089810371399,0.3183314204216,0.67957478761673,-0.627912104129791,4933.53662109375,241,-6.12330865859985,0.25232395529747,206.700546264648,444.479125976562,353.968688964844,1963.59497070312,73951,NA,208092.7904,515779.499600001,-114.808318140158,48.5214644733859
"14",0,14,9.78097248077393,-1.64023160934448,4348.765625,-7.90350723266602,1.70781695842743,0.29490128159523,0.694739580154419,-0.635162711143494,4896.34521484375,243,-5.99187278747559,0.204502627253532,189.931335449219,439.757659912109,316.810455322266,1946.21813964844,73487,1,208188.0406,515849.3496,-114.807095918758,48.5221492978216
"15",0,15,7.31008291244507,-0.034423828125,351.513000488281,-9.23239517211914,1.89072740077972,0.233164831995964,0.658928155899048,-0.607239544391632,4463.79296875,224,-5.2943115234375,0.427621096372604,215.28727722168,464.998352050781,378.241790771484,1966.3935546875,72349,NA,208381.7159,515906.4998,-114.804532921772,48.5227800376194
"16",0,16,9.07557392120361,-2.28004288673401,4801.98828125,-7.55347156524658,2.40376305580139,0.316084623336792,0.743928611278534,-0.685533463954926,5172.87744140625,252,-6.20186805725098,0.169064655900002,241.07438659668,556.236572265625,422.344451904297,2749.283203125,73722,1,208245.1906,515944.5999,-114.806411427683,48.52303886238
"17",0,17,4.83095836639404,1.15821671485901,68.4590530395508,-6.97663593292236,2.17528796195984,0.307968944311142,0.732884168624878,-0.67557418346405,5209.62158203125,214,-4.45771408081055,0.22270879149437,285.0673828125,518.854919433594,425.965972900391,2576.64990234375,72043,NA,208705.5666,515912.8498,-114.80016549548,48.5230339944074
"18",0,18,7.08823108673096,-0.101752385497093,235.910675048828,-9.26406288146973,2.16596174240112,0.257760345935822,0.709420382976532,-0.639259159564972,5123.44189453125,233,-4.72737598419189,0.307631850242615,190.462860107422,379.139892578125,309.022979736328,1784.54040527344,72385,NA,208476.9662,515954.1248,-114.803290273587,48.5232653753792
"19",0,19,5.65039920806885,0.868177652359009,54.9559173583984,-8.14484214782715,1.51324594020844,0.248054310679436,0.746415019035339,-0.682049453258514,5340.1103515625,234,-4.24514532089233,0.294954001903534,196.004440307617,459.639373779297,340.872528076172,2293.14501953125,72198,NA,208619.841399999,515989.049900001,-114.801392849386,48.5236656935635
"20",0,20,8.05626964569092,-0.374240458011627,602.581237792969,-8.1410551071167,1.73524594306946,0.256296813488007,0.597398281097412,-0.597233712673187,2522.40576171875,270,-6.52188301086426,0.176807463169098,386.650360107422,639.777648925781,639.957397460938,2292.33447265625,77101,NA,202851.9132,516737.081499999,-114.879972722946,48.5268448557106
"21",0,21,8.15333652496338,-0.245795354247093,589.472473144531,-9.64662456512451,1.89569640159607,0.226993307471275,0.587303996086121,-0.588797509670258,1870.68103027344,270,-5.78074789047241,0.156476482748985,331.600555419922,623.868835449219,650.629638671875,2283.24194335938,76781,NA,202796.0331,516745.5481,-114.880735189961,48.5268863436795
"22",0,22,7.58945655822754,0.0701904296875,419.317749023438,-7.78949642181396,1.68480157852173,0.273981422185898,0.6280118227005,-0.609332144260406,4117.13818359375,267,-6.79112720489502,0.0829034000635147,318.775573730469,569.380615234375,521.529968261719,2279.8876953125,78006,NA,202911.1801,516738.774800001,-114.879173955726,48.5268966218269
"23",0,23,7.35448122024536,-1.86153161525726,939.382141113281,-8.81435489654541,2.51886916160583,0.274366497993469,0.691675901412964,-0.613892316818237,5281.08837890625,252,-4.04822063446045,0.163929000496864,172.481536865234,326.542877197266,232.897155761719,1336.47509765625,82908,1,204457.6198,516623.627900001,-114.858183945562,48.5268156686837
"24",0,24,8.08113861083984,0.09326171875,380.350677490234,-11.0011234283447,1.97369194030762,0.218537792563438,0.576954424381256,-0.582798421382904,1822.76647949219,270,-6.39721059799194,0.187994614243507,374.15625,662.214477539062,695.600646972656,2271.783203125,76783,NA,202780.793,516794.6548,-114.880986604766,48.5273175929534
"25",0,25,8.09356880187988,-0.256632477045059,637.488037109375,-10.7221422195435,1.99438834190369,0.22443026304245,0.536695837974548,-0.557286560535431,1736.42053222656,274,-6.73118543624878,0.167103871703148,452.898956298828,706.697448730469,762.53173828125,2343.88061523438,76928,NA,202840.059800001,516798.0416,-114.880189405445,48.5273845624005
"26",0,26,7.15653800964355,-1.54515242576599,1527.19152832031,-8.46015071868896,1.87236225605011,0.241369292140007,0.746224164962769,-0.670541524887085,5447.04931640625,252,-4.08341360092163,0.396783322095871,183.786972045898,428.537048339844,311.038269042969,2157.30053710938,83177,1,204360.252900001,516659.611199999,-114.859532098958,48.5270787180978
"27",0,27,7.71031427383423,-0.530748128890991,513.043395996094,-8.59706783294678,2.25951528549194,0.236948147416115,0.733644604682922,-0.656301379203796,5413.4794921875,264,-4.14314842224121,0.388676881790161,197.913879394531,430.13037109375,309.389312744141,2014.71923828125,82813,NA,204317.919500001,516697.7114,-114.860139033458,48.5273945872841
"28",0,28,6.97538471221924,-2.24845385551453,1455.83801269531,-8.40178775787354,1.9588268995285,0.25052136182785,0.751129031181335,-0.676681220531464,5348.37451171875,238,-4.92608642578125,0.389302730560303,185.436767578125,430.243469238281,311.181854248047,2172.09423828125,82594,1,204243.836100001,516714.6447,-114.861155151968,48.5275009862762
"29",0,29,7.77461004257202,0.191257059574127,182.775024414062,-6.18531131744385,2.69303798675537,0.35987177491188,0.744391024112701,-0.69271981716156,4527.79736328125,265,-5.63991641998291,0.115033067762852,291.782592773438,527.098449707031,443.533782958984,2819.27709960938,73247,NA,208359.490900001,516331.9506,-114.805222638217,48.526584517251
"30",0,30,7.23920106887817,-0.434027791023254,375.997772216797,-8.61955642700195,2.69121098518372,0.302649110555649,0.676021754741669,-0.641519606113434,4536.89599609375,270,-6.31902885437012,0.147795006632805,278.236663818359,524.01904296875,460.522552490234,2463.43237304688,76787,NA,202757.086300001,516886.095100001,-114.881391683605,48.5281234932495
"31",0,31,9.03428268432617,-2.17085766792297,2924.49243164062,-8.54445362091064,2.06813597679138,0.252210915088654,0.746268451213837,-0.67375910282135,5420.38818359375,262,-4.97898817062378,0.369926512241364,196.290771484375,430.167144775391,313.173034667969,2149.13403320312,82882,1,204218.435900001,516746.3948,-114.861527550592,48.5277702780681
"32",0,32,7.0934591293335,-0.136366099119186,319.736663818359,-6.21705532073975,2.35803842544556,0.330182790756226,0.744780004024506,-0.689386010169983,5375.7548828125,268,-5.68118953704834,0.171577975153923,200.101806640625,463.015411376953,364.056488037109,2567.89306640625,76658,NA,202702.899599999,516899.641799999,-114.882136022084,48.5282116033862
"33",0,33,10.4727916717529,-0.284464508295059,2815.87084960938,-9.24294376373291,1.90696513652802,0.267857372760773,0.560257852077484,-0.573815584182739,2249.92529296875,265,-5.78595685958862,0.0702195763587952,445.166931152344,720.428527832031,810.715637207031,2752.92602539062,74827,NA,207956.2651,516401.800799999,-114.810732126703,48.5269658438072
"34",0,34,8.90205955505371,-1.48640954494476,882.478820800781,-9.45337581634521,1.82394254207611,0.244250401854515,0.545864105224609,-0.564610064029694,2979.298828125,280,-5.24228572845459,0.105775013566017,447.827575683594,746.148193359375,840.539428710938,2717.04858398438,74976,NA,208054.690300001,516395.4507,-114.809397090063,48.5269688090833
"35",0,35,9.10656452178955,-1.4501953125,1592.91625976562,-8.64436626434326,2.07092046737671,0.23967732489109,0.753431737422943,-0.672840774059296,5467.56103515625,278,-5.84898328781128,0.423929333686829,199.410308837891,417.095245361328,309.121459960938,2117.91625976562,82814,NA,204159.169199999,516782.3782,-114.862361221718,48.5280567264636
"36",0,36,10.5766153335571,-2.16996264457703,898.967224121094,-8.09068489074707,1.68268859386444,0.265616059303284,0.590232491493225,-0.598222970962524,2257.49951171875,269,-6.09600114822388,0.0784663483500481,328.060333251953,693.966064453125,706.873046875,2673.51879882812,74867,NA,207848.3149,516433.550799999,-114.81221908821,48.527184997379
"37",0,37,7.98724985122681,-1.59349226951599,7863.912109375,-8.31679630279541,1.60357069969177,0.244535014033318,0.671068787574768,-0.647370576858521,4921.60205078125,268,-5.69331789016724,0.206485971808434,269.603057861328,553.300170898438,526.712463378906,2531.7509765625,74804,1,208156.2905,516411.3258,-114.808039539866,48.5271731413834
"38",0,38,7.93863487243652,-0.978651285171509,415.782501220703,-7.40527868270874,2.54097414016724,0.337377995252609,0.737599611282349,-0.681543231010437,5319.72216796875,277,-6.51530599594116,0.182141184806824,197.60041809082,462.411346435547,336.996612548828,2442.73095703125,76789,NA,202753.6997,516938.588500001,-114.881486181501,48.5285924486624
"39",0,39,7.6438422203064,-2.18656420707703,657.524230957031,-6.77880430221558,2.05111694335938,0.312688678503036,0.769918024539948,-0.699351072311401,5319.72607421875,256,-5.13167953491211,0.368209421634674,185.242797851562,397.799865722656,301.368133544922,2219.8896484375,82058,NA,205170.937899999,516735.8114,-114.848654631089,48.5282603893935
"40",0,40,9.38217258453369,-1.97165250778198,3828.68896484375,-9.0080623626709,2.50721430778503,0.222157806158066,0.744538068771362,-0.670689284801483,5343.0966796875,283,-7.33012199401855,0.289024472236633,205.213272094727,410.308044433594,315.325653076172,2100.99780273438,82683,1,204091.435699999,516841.645,-114.86333079904,48.5285468955655
"41",0,41,8.44960021972656,-0.109429255127907,530.450866699219,-8.46987056732178,1.60632801055908,0.256143718957901,0.576546967029572,-0.592946290969849,3568.91918945312,266,-5.44140434265137,0.05803482234478,324.610015869141,656.746643066406,707.905639648438,2602.35180664062,75380,NA,207791.164799999,516500.226,-114.813052043078,48.5277485113343
"42",0,42,8.35368061065674,-0.329399943351746,688.73095703125,-6.61468505859375,2.09833860397339,0.31371209025383,0.769198179244995,-0.700860857963562,5421.15576171875,267,-5.35871171951294,0.309569150209427,189.284683227539,434.825347900391,308.437774658203,2330.6748046875,81754,NA,205189.9879,516778.1448,-114.848436451192,48.5286519635229
"43",0,43,7.08805179595947,-0.921142578125,376.415863037109,-7.36284065246582,1.97120261192322,0.30400413274765,0.608334243297577,-0.614785969257355,4157.2275390625,259,-3.84658527374268,0.0719190016388893,321.689544677734,641.865051269531,638.91015625,2680.13256835938,75394,NA,207680.0396,516563.7261,-114.814611043722,48.5282506240814
"44",0,44,9.65819549560547,-2.13420963287354,5489.81884765625,-6.8772144317627,2.02401089668274,0.318924963474274,0.657183825969696,-0.617856025695801,4771.943359375,265,-5.78333425521851,0.185956299304962,286.284149169922,453.2080078125,450.079681396484,2116.41870117188,74025,1,208264.240800001,516516.101,-114.806677658248,48.5281791141946
"45",0,45,7.59969663619995,-2.58884000778198,15034.955078125,-7.56387948989868,1.69629347324371,0.282199293375015,0.693930566310883,-0.631313800811768,4872.6435546875,262,-6.09000062942505,0.188797742128372,202.138473510742,436.028747558594,315.598846435547,1817.34240722656,74582,1,208346.790899999,516554.201099999,-114.80559769778,48.5285712695639
"46",0,46,9.35522651672363,-1.27061629295349,1013.71899414062,-7.39748573303223,1.71397340297699,0.300276070833206,0.666810691356659,-0.620249509811401,4791.89599609375,283,-5.57974576950073,0.215085238218307,217.270126342773,442.541381835938,327.181121826172,1864.90661621094,73489,NA,208330.915899999,516608.176200001,-114.805861531993,48.5290459817949
"47",0,47,7.71198129653931,-0.487128376960754,1318.44567871094,-7.35529899597168,2.24519181251526,0.324400007724762,0.640441179275513,-0.608104109764099,4455.380859375,279,-5.88374805450439,0.146720290184021,289.940063476562,518.500854492188,488.585968017578,2152.65063476562,73662,NA,208391.240900001,516605.0012,-114.805043909169,48.5290542014934
"48",0,48,6.20802974700928,-0.4735107421875,387.227813720703,-6.95325422286987,1.9819278717041,0.320367366075516,0.624381959438324,-0.595736384391785,3819.9013671875,272,-4.61615562438965,0.156361445784569,300.828643798828,538.118774414062,542.320495605469,2162.14086914062,74250,NA,208257.890699999,516627.226199999,-114.806865219261,48.5291724880115
"49",0,49,7.18766736984253,-0.352932393550873,981.425903320312,-7.08109712600708,2.13259100914001,0.285427749156952,0.594103157520294,-0.586921453475952,2158.18627929688,270,-3.83341145515442,0.216598749160767,453.402954101562,710.009033203125,712.042846679688,2722.23828125,74402,NA,208130.8905,516712.951400001,-114.808658971376,48.5298644641987
"50",0,50,5.95376634597778,0.743503153324127,118.351028442383,-7.89032649993896,1.66364705562592,0.262335509061813,0.609275579452515,-0.59846955537796,2317.30249023438,282,-3.13292956352234,0.277011334896088,348.762359619141,670.660583496094,638.140563964844,2674.61572265625,74207,NA,208095.965399999,516782.8015,-114.809194675399,48.5304700307901
"51",0,51,8.02192115783691,-0.455796986818314,413.42333984375,-8.5590295791626,1.57673537731171,0.268364042043686,0.732901215553284,-0.653702020645142,5461.8818359375,277,-6.05366373062134,0.370440870523453,176.887542724609,375.858581542969,272.382202148438,1739.37536621094,80545,NA,204508.4199,517220.529100001,-114.858050001627,48.5322032535441
"52",0,52,9.1545991897583,-3.25614428520203,1510.96435546875,-9.12172412872314,1.91023862361908,0.24882709980011,0.726933300495148,-0.650765597820282,5248.37109375,279,-7.031005859375,0.373552888631821,185.87776184082,371.244415283203,274.610382080078,1811.21154785156,81071,NA,204411.053099999,517254.3958,-114.85939633417,48.5324473114328
"53",0,53,9.08353042602539,-0.253675669431686,1403.14392089844,-8.93813991546631,1.94400131702423,0.233163088560104,0.746542453765869,-0.671548128128052,5462.35400390625,284,-5.60767030715942,0.332872420549393,199.715270996094,430.480682373047,303.386932373047,2062.08569335938,80346,NA,204703.1536,517243.8125,-114.855441521255,48.5325318442833
"54",0,54,7.54021883010864,-1.82459855079651,1829.55041503906,-8.93900489807129,1.95642244815826,0.244823276996613,0.706234753131866,-0.634382247924805,5168.1337890625,274,-7.49451398849487,0.309623271226883,198.023590087891,380.492248535156,302.187530517578,1697.12573242188,81133,NA,204353.902899999,517281.9125,-114.860193648719,48.5326590997713
"55",0,55,9.62038421630859,-1.39227974414825,1994.89428710938,-8.97892951965332,2.12746667861938,0.231022030115128,0.752816319465637,-0.678203344345093,5472.8662109375,282,-5.7339301109314,0.304957509040833,190.595352172852,400.267974853516,303.268157958984,2094.05224609375,80313,NA,204669.286900001,517288.262599999,-114.855940016159,48.5329099184211
"56",0,56,8.98783683776855,-2.1220703125,2538.50366210938,-9.01645851135254,1.98600423336029,0.240547597408295,0.716028094291687,-0.657801449298859,5288.9609375,282,-6.3184494972229,0.277179837226868,205.668075561523,462.257080078125,367.14208984375,2151.20581054688,81312,NA,204631.186799999,517330.595899999,-114.8564937368,48.5332663940189
"57",0,57,7.32363510131836,-0.389444977045059,311.203063964844,-7.39006948471069,1.71796703338623,0.282137155532837,0.744101345539093,-0.681882917881012,5190.69384765625,253,-4.07718181610107,0.177662640810013,195.207061767578,451.822570800781,316.467864990234,2300.9375,73634,NA,208467.441099999,516998.702,-114.804375298015,48.5326336543027
"58",0,58,7.60155200958252,-0.809746623039246,1007.08807373047,-8.94046401977539,1.88525104522705,0.236546695232391,0.712062001228333,-0.654528021812439,5101.9306640625,291,-6.94575881958008,0.27777025103569,196.309555053711,461.815856933594,343.088500976562,2141.93994140625,79859,NA,204582.5034,517381.396,-114.857198233841,48.5336923416795
"59",0,59,8.79797458648682,-2.14053010940552,1854.66918945312,-8.82985305786133,1.89749026298523,0.245647847652435,0.70497590303421,-0.647418141365051,5159.3994140625,306,-7.44426441192627,0.11309440433979,196.19352722168,449.034851074219,316.124267578125,2014.60510253906,79708,NA,204525.3533,517415.262800001,-114.858001431103,48.5339611284723
"60",0,60,7.46617603302002,-0.289632171392441,391.333770751953,-6.62077665328979,2.26354885101318,0.335141897201538,0.756332457065582,-0.69860851764679,5299.36328125,261,-4.04128694534302,0.17669041454792,209.710266113281,474.829772949219,353.720001220703,2526.10498046875,73761,NA,208451.566099999,517100.302200001,-114.804682757212,48.5335357596482
"61",0,61,7.81269216537476,0.299858927726746,478.908355712891,-6.93601703643799,1.97985577583313,0.305819630622864,0.741767406463623,-0.687719583511353,5176.1630859375,264,-4.28041839599609,0.160993084311485,237.992080688477,479.135437011719,347.578155517578,2470.17456054688,73654,NA,208540.4663,517097.1271,-114.803479109324,48.5335613546109
"62",0,62,7.21183443069458,-0.0278998482972383,302.737091064453,-5.40286540985107,3.47273659706116,0.425855726003647,0.714706540107727,-0.659719944000244,5325.76318359375,253,-3.73599243164062,0.127968534827232,214.819717407227,428.294830322266,319.442321777344,2113.08178710938,73733,NA,208372.1909,517116.177200001,-114.805769386895,48.5336299188528
"63",0,63,7.63934516906738,-0.4427490234375,383.8798828125,-5.59270191192627,3.14076614379883,0.404700696468353,0.75050687789917,-0.691606223583221,5419.5810546875,260,-3.91769218444824,0.161192342638969,192.636093139648,463.641998291016,315.668273925781,2403.91870117188,73838,NA,208432.516000001,517182.852399999,-114.805015664884,48.5342649767616
"64",0,64,7.97167062759399,0.146579325199127,590.287841796875,-5.93179988861084,2.88498139381409,0.375072419643402,0.766497492790222,-0.703711271286011,5438.705078125,266,-4.03216218948364,0.135060533881187,195.980499267578,463.767272949219,319.486419677734,2573.28540039062,73706,NA,208540.4663,517173.327299999,-114.803548879942,48.5342451794275
"65",0,65,9.05990695953369,-0.408881306648254,874.837158203125,-8.44569396972656,1.88573825359344,0.27569568157196,0.69223415851593,-0.621565759181976,5123.123046875,332,-7.3633508682251,0.143002226948738,192.310943603516,365.888366699219,305.499237060547,1555.41271972656,79366,NA,205484.2052,517567.6631,-114.84519158761,48.5359173213964
"66",0,66,8.28007698059082,-1.38594567775726,665.371459960938,-8.46525955200195,1.93876016139984,0.270084351301193,0.702234029769897,-0.630794048309326,5198.63623046875,335,-6.87740993499756,0.141981974244118,186.160415649414,367.069519042969,304.288177490234,1651.25964355469,79362,NA,205507.488500001,517609.9965,-114.844916171033,48.5363114854736
"67",0,67,8.27324199676514,-1.34450960159302,587.111877441406,-8.40772819519043,1.68539750576019,0.259678244590759,0.710262715816498,-0.640986025333405,5264.58837890625,340,-6.63686609268188,0.0747082829475403,190.630142211914,397.910400390625,312.586212158203,1816.30895996094,79320,NA,205520.1885,517650.213199999,-114.844781745155,48.5366801659126
"68",0,68,8.12117958068848,-0.831217467784882,642.159729003906,-9.5018424987793,2.34957385063171,0.221441403031349,0.657135188579559,-0.623230814933777,4786.037109375,301,-8.0404577255249,0.206566661596298,252.282318115234,469.825073242188,432.963836669922,1996.30798339844,78797,NA,204487.6765,517780.176899999,-114.858847901358,48.5372125753992
"69",0,69,7.36580801010132,-1.55543351173401,494.205627441406,-9.64329719543457,1.98461544513702,0.2258580327034,0.650382220745087,-0.625361323356628,2888.13134765625,301,-7.62247943878174,0.21133129298687,272.780395507812,504.143920898438,459.889282226562,2110.80908203125,78728,NA,204575.7301,517788.6436,-114.857666399198,48.5373426722942
"70",0,70,6.98906660079956,-0.0128580732271075,363.398559570312,-8.83866596221924,1.90324473381042,0.255839437246323,0.707220494747162,-0.641107022762299,5289.83837890625,331,-5.9020562171936,0.0533476881682873,204.170150756836,390.567535400391,311.83251953125,1808.0869140625,79316,NA,205581.572000001,517728.530099999,-114.844024900469,48.5374205921738
"71",0,71,8.51810646057129,-0.346855998039246,1614.05847167969,-7.22554349899292,1.98494040966034,0.297753810882568,0.704314529895782,-0.638160347938538,5220.07177734375,311,-8.14009857177734,0.100786030292511,183.410446166992,367.335906982422,271.454132080078,1609.88635253906,78007,NA,204008.462200001,517941.0439,-114.865469593103,48.5383613823857
"72",0,72,7.53942012786865,-0.23465983569622,786.332946777344,-7.43021821975708,1.88706111907959,0.27405458688736,0.713815152645111,-0.645100057125092,5363.54736328125,308,-7.73578596115112,0.0935209915041924,183.260314941406,365.404693603516,270.213623046875,1667.45080566406,77934,NA,203913.635399999,517951.2039,-114.866759844621,48.5383941858285
"73",0,73,7.40524864196777,-0.438774943351746,326.434478759766,-8.11273765563965,1.4778493642807,0.261894226074219,0.748038470745087,-0.686302661895752,5113.41943359375,236,-4.30716514587402,0.266041249036789,186.857284545898,432.910308837891,337.613952636719,2222.25244140625,72184,NA,209670.7685,517398.752800001,-114.788487740043,48.5369548272552
"74",0,74,9.19086933135986,-0.0276963971555233,1654.0966796875,-7.48527336120605,1.98667299747467,0.278996646404266,0.701824307441711,-0.634694218635559,5197.4453125,309,-8.36495208740234,0.0762114599347115,182.292541503906,368.012451171875,272.716400146484,1593.67504882812,78020,NA,204064.3423,517941.0439,-114.864714812385,48.5383957713538
"75",0,75,9.19910144805908,0.00314670149236917,610.412536621094,-7.0435471534729,1.99419009685516,0.303053796291351,0.702028751373291,-0.635352253913879,5344.5068359375,311,-7.8003945350647,0.0881065279245377,182.681365966797,367.401275634766,270.967041015625,1618.19592285156,77899,NA,203937.342,517991.843900001,-114.866477291613,48.5387734652766
"76",0,76,8.90881538391113,-1.11337614059448,298.176055908203,-7.30786085128784,1.62815177440643,0.288016825914383,0.724963307380676,-0.654187798500061,5370.69921875,308,-7.01998567581177,0.121718503534794,184.065063476562,375.523895263672,272.659301757812,1779.09729003906,77741,NA,203800.1818,518013.8573,-114.868350347249,48.5388865583241
"77",0,77,8.82328033447266,-0.21431477367878,2063.5556640625,-9.76564502716064,3.14188265800476,0.24473625421524,0.697777330875397,-0.648414850234985,4850.77978515625,330,-7.19186019897461,0.180078491568565,230.990188598633,473.569885253906,382.480743408203,2184.75610351562,78415,NA,205156.121099999,517974.063899999,-114.849998297344,48.5393630017098
"78",0,78,8.85243320465088,-0.602756083011627,2060.74682617188,-8.90510082244873,2.35786581039429,0.244633600115776,0.692736446857452,-0.647354066371918,5010.15478515625,317,-6.61561441421509,0.199937060475349,247.061950683594,492.743469238281,442.499481201172,2298.03833007812,78335,NA,205225.9713,517995.230599999,-114.849074338374,48.5395958074088
"79",0,79,6.45563220977783,0.338189005851746,530.29052734375,-8.19786071777344,1.49061274528503,0.257370591163635,0.752153813838959,-0.685521602630615,5177.8583984375,251,-5.60575771331787,0.300028860569,190.467529296875,431.941741943359,333.471466064453,2292.59228515625,72376,NA,209708.8686,517570.203199999,-114.788129634391,48.5385165666689
"80",0,80,8.53378677368164,-0.22831217944622,2152.72265625,-9.84716701507568,1.84587073326111,0.206055715680122,0.635607600212097,-0.602798402309418,2970.02099609375,311,-5.79961061477661,0.186489060521126,297.005249023438,557.434448242188,582.300048828125,2226.89794921875,78431,NA,205316.9881,518031.214,-114.84787813987,48.5399745515464
"81",0,81,6.93587684631348,-0.932467997074127,1189.04943847656,-10.0911254882812,2.10232472419739,0.203358739614487,0.64205139875412,-0.6065793633461,2096.37744140625,300,-5.63890790939331,0.210418581962585,299.985504150391,539.04638671875,478.056549072266,2188.2197265625,78840,NA,205359.321599999,518039.6807,-114.84731412579,48.5400764969069
"82",0,82,8.79256248474121,-2.11878800392151,1665.58850097656,-7.97191095352173,1.48137390613556,0.264258861541748,0.753232657909393,-0.686106145381927,5185.2802734375,255,-6.15776395797729,0.256452053785324,196.652816772461,461.490539550781,353.674194335938,2318.28247070312,72432,NA,209721.568700001,517630.528200001,-114.788013158946,48.5390656382971
"83",0,83,6.99023485183716,0.15205891430378,1120.30224609375,-10.6864709854126,3.16469073295593,0.216001644730568,0.64076292514801,-0.606493234634399,2145.46557617188,299,-4.4406213760376,0.229302033782005,296.871459960938,516.391174316406,445.632537841797,2102.97290039062,78747,NA,205448.2217,518058.730699999,-114.846130864659,48.5403019692646
